"id","year_film","year_ceremony","ceremony","category","name","film","winner"
1480,1943,1944,16,"ART DIRECTION (Black-and-White)","Art Direction:  Carl Weyl;  Interior Decoration:  George J. Hopkins","Mission to Moscow","NOMINATED"
1481,1943,1944,16,"ART DIRECTION (Black-and-White)","Art Direction:  Perry Ferguson;  Interior Decoration:  Howard Bristol","The North Star","NOMINATED"
1482,1943,1944,16,"ART DIRECTION (Black-and-White)","Art Direction:  James Basevi, William Darling;  Interior Decoration:  Thomas Little","The Song of Bernadette","WINNER"
1483,1943,1944,16,"ART DIRECTION (Color)","Art Direction:  Hans Dreier, Haldane Douglas;  Interior Decoration:  Bertram Granger","For Whom the Bell Tolls","NOMINATED"
1484,1943,1944,16,"ART DIRECTION (Color)","Art Direction:  James Basevi, Joseph C. Wright;  Interior Decoration:  Thomas Little","The Gang's All Here","NOMINATED"
1485,1943,1944,16,"ART DIRECTION (Color)","Art Direction:  John B. Goodman, Alexander Golitzen;  Interior Decoration:  Russell A. Gausman, Ira S. Webb","Phantom of the Opera","WINNER"
1486,1943,1944,16,"ART DIRECTION (Color)","Art Direction:  John Hughes, Lt. John Koenig;  Interior Decoration:  George J. Hopkins","This Is the Army","NOMINATED"
1487,1943,1944,16,"ART DIRECTION (Color)","Art Direction:  Cedric Gibbons, Daniel Cathcart;  Interior Decoration:  Edwin B. Willis, Jacques Mersereau","Thousands Cheer","NOMINATED"
1659,1944,1945,17,"ART DIRECTION (Black-and-White)","Art Direction:  Lionel Banks, Walter Holscher;  Interior Decoration:  Joseph Kish","Address Unknown","NOMINATED"
1660,1944,1945,17,"ART DIRECTION (Black-and-White)","Art Direction:  John J. Hughes;  Interior Decoration:  Fred MacLean","The Adventures of Mark Twain","NOMINATED"
1661,1944,1945,17,"ART DIRECTION (Black-and-White)","Art Direction:  Perry Ferguson;  Interior Decoration:  Julia Heron","Casanova Brown","NOMINATED"
1662,1944,1945,17,"ART DIRECTION (Black-and-White)","Art Direction:  Cedric Gibbons, William Ferrari;  Interior Decoration:  Edwin B. Willis, Paul Huldschinsky","Gaslight","WINNER"
1663,1944,1945,17,"ART DIRECTION (Black-and-White)","Art Direction:  Lyle Wheeler, Leland Fuller;  Interior Decoration:  Thomas Little","Laura","NOMINATED"
1664,1944,1945,17,"ART DIRECTION (Black-and-White)","Art Direction:  Hans Dreier, Robert Usher;  Interior Decoration:  Sam Comer","No Time for Love","NOMINATED"
