Year_Film,Year_Ceremony,Ceremony,Category,Name,Film,Winner
1934,1935,7,SHORT SUBJECT (Comedy),"Jules White, Producer",Men in Black,NOMINATED
1934,1935,7,SHORT SUBJECT (Comedy),Warner Bros.,"What, No Men!",NOMINATED
1934,1935,7,SHORT SUBJECT (Novelty),Skibo Productions,Bosom Friends,NOMINATED
1934,1935,7,SHORT SUBJECT (Novelty),"Stacy Woodard and Horace Woodard, Producers",City of Wax,WINNER
1934,1935,7,SHORT SUBJECT (Novelty),"Pete Smith, Producer",Strikes and Spares,NOMINATED
1934,1935,7,SOUND RECORDING,"United Artists Studio Sound Department, Thomas T. Moulton, Sound Director",The Affairs of Cellini,NOMINATED
1934,1935,7,SOUND RECORDING,"Paramount Studio Sound Department, Franklin B. Hansen, Sound Director",Cleopatra,NOMINATED
1934,1935,7,SOUND RECORDING,"Warner Bros.-First National Studio Sound Department, Nathan Levinson, Sound Director",Flirtation Walk,NOMINATED
1934,1935,7,SOUND RECORDING,"RKO Radio Studio Sound Department, Carl Dreher, Sound Director",The Gay Divorcee,NOMINATED
1934,1935,7,SOUND RECORDING,"Universal Studio Sound Department, Theodore Soderberg, Sound Director",Imitation of Life,NOMINATED
1934,1935,7,SOUND RECORDING,"Columbia Studio Sound Department, John Livadary, Sound Director",One Night of Love,WINNER
1934,1935,7,SOUND RECORDING,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",Viva Villa!,NOMINATED
1934,1935,7,SOUND RECORDING,"Fox Studio Sound Department, E. H. Hansen, Sound Director",The White Parade,NOMINATED
1934,1935,7,WRITING (Adaptation),Robert Riskin,It Happened One Night,WINNER
1934,1935,7,WRITING (Adaptation),"Frances Goodrich, Albert Hackett",The Thin Man,NOMINATED
1934,1935,7,WRITING (Adaptation),Ben Hecht,Viva Villa!,NOMINATED
1934,1935,7,WRITING (Original Story),Mauri Grashin,Hide-Out,NOMINATED
1934,1935,7,WRITING (Original Story),Arthur Caesar,Manhattan Melodrama,WINNER
1934,1935,7,WRITING (Original Story),Norman Krasna,The Richest Girl in the World,NOMINATED
1934,1935,7,SPECIAL AWARD, Shirley Temple,,WINNER
1935,1936,8,ACTOR,Clark Gable,Mutiny on the Bounty,NOMINATED
1935,1936,8,ACTOR,Charles Laughton,Mutiny on the Bounty,NOMINATED
1935,1936,8,ACTOR,Victor McLaglen,The Informer,WINNER
1935,1936,8,ACTOR,Paul Muni,Black Fury,NOMINATED
1935,1936,8,ACTOR,Franchot Tone,Mutiny on the Bounty,NOMINATED
1935,1936,8,ACTRESS,Elisabeth Bergner,Escape Me Never,NOMINATED
1935,1936,8,ACTRESS,Claudette Colbert,Private Worlds,NOMINATED
1935,1936,8,ACTRESS,Bette Davis,Dangerous,WINNER
1935,1936,8,ACTRESS,Katharine Hepburn,Alice Adams,NOMINATED
1935,1936,8,ACTRESS,Miriam Hopkins,Becky Sharp,NOMINATED
1935,1936,8,ACTRESS,Merle Oberon,The Dark Angel,NOMINATED
1935,1936,8,ART DIRECTION,Richard Day,The Dark Angel,WINNER
1935,1936,8,ART DIRECTION,"Hans Dreier, Roland Anderson",The Lives of a Bengal Lancer,NOMINATED
1935,1936,8,ART DIRECTION,"Van Nest Polglase, Carroll Clark",Top Hat,NOMINATED
1935,1936,8,ASSISTANT DIRECTOR,Joseph Newman,David Copperfield,NOMINATED
1935,1936,8,ASSISTANT DIRECTOR,Eric Stacey,Les Miserables,NOMINATED
1935,1936,8,ASSISTANT DIRECTOR,"Clem Beauchamp, Paul Wing",The Lives of a Bengal Lancer,WINNER
1935,1936,8,ASSISTANT DIRECTOR,Sherry Shourds,A Midsummer Night's Dream,NOMINATED
1935,1936,8,CINEMATOGRAPHY,Ray June,Barbary Coast,NOMINATED
1935,1936,8,CINEMATOGRAPHY,Victor Milner,The Crusades,NOMINATED
1935,1936,8,CINEMATOGRAPHY,Gregg Toland,Les Miserables,NOMINATED
1935,1936,8,CINEMATOGRAPHY,Hal Mohr,A Midsummer Night's Dream,WINNER
1935,1936,8,DANCE DIRECTION,Busby Berkeley,Gold Diggers of 1935,NOMINATED
1935,1936,8,DANCE DIRECTION,Bobby Connolly,Go into Your Dance;,NOMINATED
1935,1936,8,DANCE DIRECTION,Dave Gould,Broadway Melody of 1936;,WINNER
1935,1936,8,DANCE DIRECTION,Sammy Lee,King of Burlesque,NOMINATED
1935,1936,8,DANCE DIRECTION,Hermes Pan,Top Hat,NOMINATED
1935,1936,8,DANCE DIRECTION,LeRoy Prinz,Big Broadcast of 1936;,NOMINATED
1935,1936,8,DANCE DIRECTION,Benjamin Zemach,She,NOMINATED
1935,1936,8,DIRECTING,Michael Curtiz,Captain Blood,NOMINATED
1935,1936,8,DIRECTING,John Ford,The Informer,WINNER
1935,1936,8,DIRECTING,Henry Hathaway,The Lives of a Bengal Lancer,NOMINATED
1935,1936,8,DIRECTING,Frank Lloyd,Mutiny on the Bounty,NOMINATED
1935,1936,8,FILM EDITING,Robert J. Kern,David Copperfield,NOMINATED
1935,1936,8,FILM EDITING,George Hively,The Informer,NOMINATED
1935,1936,8,FILM EDITING,Barbara McLean,Les Miserables,NOMINATED
1935,1936,8,FILM EDITING,Ellsworth Hoagland,The Lives of a Bengal Lancer,NOMINATED
1935,1936,8,FILM EDITING,Ralph Dawson,A Midsummer Night's Dream,WINNER
1935,1936,8,FILM EDITING,Margaret Booth,Mutiny on the Bounty,NOMINATED
1935,1936,8,MUSIC (Scoring),"Warner Bros.-First National Studio Music Department, Leo Forbstein, head of department  (Score by Erich Wolfgang Korngold)",Captain Blood,NOMINATED
1935,1936,8,MUSIC (Scoring),"RKO Radio Studio Music Department, Max Steiner, head of department  (Score by Max Steiner)",The Informer,WINNER
1935,1936,8,MUSIC (Scoring),"Metro-Goldwyn-Mayer Studio Music Department, Nat W. Finston, head of department  (Score by Herbert Stothart)",Mutiny on the Bounty,NOMINATED
1935,1936,8,MUSIC (Scoring),"Paramount Studio Music Department, Irvin Talbot, head of department  (Score by Ernst Toch)",Peter Ibbetson,NOMINATED
1935,1936,8,MUSIC (Song),Music and Lyrics by Irving Berlin,Top Hat,NOMINATED
1935,1936,8,MUSIC (Song),Music by Jerome Kern; Lyrics by Dorothy Fields and Jimmy McHugh,Roberta,NOMINATED
1935,1936,8,MUSIC (Song),Music by Harry Warren; Lyrics by Al Dubin,Gold Diggers of 1935,WINNER
1935,1936,8,OUTSTANDING PRODUCTION,RKO Radio,Alice Adams,NOMINATED
1935,1936,8,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Broadway Melody of 1936,NOMINATED
1935,1936,8,OUTSTANDING PRODUCTION,Cosmopolitan,Captain Blood,NOMINATED
1935,1936,8,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,David Copperfield,NOMINATED
1935,1936,8,OUTSTANDING PRODUCTION,RKO Radio,The Informer,NOMINATED
1935,1936,8,OUTSTANDING PRODUCTION,20th Century,Les Miserables,NOMINATED
1935,1936,8,OUTSTANDING PRODUCTION,Paramount,The Lives of a Bengal Lancer,NOMINATED
1935,1936,8,OUTSTANDING PRODUCTION,Warner Bros.,A Midsummer Night's Dream,NOMINATED
1935,1936,8,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Mutiny on the Bounty,WINNER
1935,1936,8,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Naughty Marietta,NOMINATED
1935,1936,8,OUTSTANDING PRODUCTION,Paramount,Ruggles of Red Gap,NOMINATED
1935,1936,8,OUTSTANDING PRODUCTION,RKO Radio,Top Hat,NOMINATED
1935,1936,8,SHORT SUBJECT (Cartoon),Harman-Ising,The Calico Dragon,NOMINATED
1935,1936,8,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",Three Orphan Kittens,WINNER
1935,1936,8,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",Who Killed Cock Robin?,NOMINATED
1935,1936,8,SHORT SUBJECT (Comedy),"Jack Chertok, Producer",How to Sleep,WINNER
1935,1936,8,SHORT SUBJECT (Comedy),"Jules White, Producer","Oh, My Nerves",NOMINATED
1935,1936,8,SHORT SUBJECT (Comedy),"Hal Roach, Producer",Tit for Tat,NOMINATED
1935,1936,8,SHORT SUBJECT (Novelty),"Pete Smith, Producer",Audioscopiks,NOMINATED
1935,1936,8,SHORT SUBJECT (Novelty),Universal,Camera Thrills,NOMINATED
1935,1936,8,SHORT SUBJECT (Novelty),Gaumont British and Skibo Productions,Wings over Mt. Everest,WINNER
1935,1936,8,SOUND RECORDING,"Universal Studio Sound Department, Gilbert Kurland, Sound Director",Bride of Frankenstein,NOMINATED
1935,1936,8,SOUND RECORDING,"Warner Bros.-First National Studio Sound Department, Nathan Levinson, Sound Director",Captain Blood,NOMINATED
1935,1936,8,SOUND RECORDING,"United Artists Studio Sound Department, Thomas T. Moulton, Sound Director",The Dark Angel,NOMINATED
1935,1936,8,SOUND RECORDING,"RKO Radio Studio Sound Department, Carl Dreher, Sound Director",I Dream Too Much,NOMINATED
1935,1936,8,SOUND RECORDING,"Paramount Studio Sound Department, Franklin B. Hansen, Sound Director",The Lives of a Bengal Lancer,NOMINATED
1935,1936,8,SOUND RECORDING,"Columbia Studio Sound Department, John Livadary, Sound Director",Love Me Forever,NOMINATED
1935,1936,8,SOUND RECORDING,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",Naughty Marietta,WINNER
1935,1936,8,SOUND RECORDING,Republic Studio Sound Department,"$1,000 a Minute",NOMINATED
1935,1936,8,SOUND RECORDING,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director",Thanks a Million,NOMINATED
1935,1936,8,WRITING (Original Story),Moss Hart,Broadway Melody of 1936,NOMINATED
1935,1936,8,WRITING (Original Story),Gregory Rogers,G-Men,NOMINATED
1935,1936,8,WRITING (Original Story),"Don Hartman, Stephen Avery",The Gay Deception,NOMINATED
1935,1936,8,WRITING (Original Story),"Ben Hecht, Charles MacArthur",The Scoundrel,WINNER
1935,1936,8,WRITING (Screenplay),Casey Robinson,Captain Blood,NOMINATED
1935,1936,8,WRITING (Screenplay),Dudley Nichols,The Informer,WINNER
1935,1936,8,WRITING (Screenplay),"Screenplay by Waldemar Young, John L. Balderston, Achmed Abdullah;  Adaptation by Grover Jones, William Slavens McNutt",The Lives of a Bengal Lancer,NOMINATED
1935,1936,8,WRITING (Screenplay),"Talbot Jennings, Jules Furthman, Carey Wilson",Mutiny on the Bounty,NOMINATED
1935,1936,8,SPECIAL AWARD, David Wark Griffith,,WINNER
1936,1937,9,ACTOR,Gary Cooper,Mr. Deeds Goes to Town,NOMINATED
1936,1937,9,ACTOR,Walter Huston,Dodsworth,NOMINATED
1936,1937,9,ACTOR,Paul Muni,The Story of Louis Pasteur,WINNER
1936,1937,9,ACTOR,William Powell,My Man Godfrey,NOMINATED
1936,1937,9,ACTOR,Spencer Tracy,San Francisco,NOMINATED
1936,1937,9,ACTOR IN A SUPPORTING ROLE,Mischa Auer,My Man Godfrey,NOMINATED
1936,1937,9,ACTOR IN A SUPPORTING ROLE,Walter Brennan,Come and Get It,WINNER
1936,1937,9,ACTOR IN A SUPPORTING ROLE,Stuart Erwin,Pigskin Parade,NOMINATED
1936,1937,9,ACTOR IN A SUPPORTING ROLE,Basil Rathbone,Romeo and Juliet,NOMINATED
1936,1937,9,ACTOR IN A SUPPORTING ROLE,Akim Tamiroff,The General Died at Dawn,NOMINATED
1936,1937,9,ACTRESS,Irene Dunne,Theodora Goes Wild,NOMINATED
1936,1937,9,ACTRESS,Gladys George,Valiant Is the Word for Carrie,NOMINATED
1936,1937,9,ACTRESS,Carole Lombard,My Man Godfrey,NOMINATED
1936,1937,9,ACTRESS,Luise Rainer,The Great Ziegfeld,WINNER
1936,1937,9,ACTRESS,Norma Shearer,Romeo and Juliet,NOMINATED
1936,1937,9,ACTRESS IN A SUPPORTING ROLE,Beulah Bondi,The Gorgeous Hussy,NOMINATED
1936,1937,9,ACTRESS IN A SUPPORTING ROLE,Alice Brady,My Man Godfrey,NOMINATED
1936,1937,9,ACTRESS IN A SUPPORTING ROLE,Bonita Granville,These Three,NOMINATED
1936,1937,9,ACTRESS IN A SUPPORTING ROLE,Maria Ouspenskaya,Dodsworth,NOMINATED
1936,1937,9,ACTRESS IN A SUPPORTING ROLE,Gale Sondergaard,Anthony Adverse,WINNER
1936,1937,9,ART DIRECTION,Anton Grot,Anthony Adverse,NOMINATED
1936,1937,9,ART DIRECTION,Richard Day,Dodsworth,WINNER
1936,1937,9,ART DIRECTION,"Cedric Gibbons, Eddie Imazu, Edwin B. Willis",The Great Ziegfeld,NOMINATED
1936,1937,9,ART DIRECTION,William S. Darling,Lloyds of London,NOMINATED
1936,1937,9,ART DIRECTION,"Albert S. D'Agostino, Jack Otterson",The Magnificent Brute,NOMINATED
1936,1937,9,ART DIRECTION,"Cedric Gibbons, Fredric Hope, Edwin B. Willis",Romeo and Juliet,NOMINATED
1936,1937,9,ART DIRECTION,Perry Ferguson,Winterset,NOMINATED
1936,1937,9,ASSISTANT DIRECTOR,William Cannon,Anthony Adverse,NOMINATED
1936,1937,9,ASSISTANT DIRECTOR,Jack Sullivan,The Charge of the Light Brigade,WINNER
1936,1937,9,ASSISTANT DIRECTOR,Eric G. Stacey,The Garden of Allah,NOMINATED
1936,1937,9,ASSISTANT DIRECTOR,Clem Beauchamp,The Last of the Mohicans,NOMINATED
1936,1937,9,ASSISTANT DIRECTOR,Joseph Newman,San Francisco,NOMINATED
1936,1937,9,CINEMATOGRAPHY,Gaetano Gaudio,Anthony Adverse,WINNER
1936,1937,9,CINEMATOGRAPHY,Victor Milner,The General Died at Dawn,NOMINATED
1936,1937,9,CINEMATOGRAPHY,George Folsey,The Gorgeous Hussy,NOMINATED
1936,1937,9,DANCE DIRECTION,Busby Berkeley,Gold Diggers of 1937,NOMINATED
1936,1937,9,DANCE DIRECTION,Bobby Connolly,Cain and Mabel,NOMINATED
1936,1937,9,DANCE DIRECTION,Seymour Felix,The Great Ziegfeld,WINNER
1936,1937,9,DANCE DIRECTION,Dave Gould,Born to Dance,NOMINATED
1936,1937,9,DANCE DIRECTION,Jack Haskell,One in a Million,NOMINATED
1936,1937,9,DANCE DIRECTION,Russell Lewis,Dancing Pirate,NOMINATED
1936,1937,9,DANCE DIRECTION,Hermes Pan,Swing Time,NOMINATED
1936,1937,9,DIRECTING,William Wyler,Dodsworth,NOMINATED
1936,1937,9,DIRECTING,Robert Z. Leonard,The Great Ziegfeld,NOMINATED
1936,1937,9,DIRECTING,Frank Capra,Mr. Deeds Goes to Town,WINNER
1936,1937,9,DIRECTING,Gregory La Cava,My Man Godfrey,NOMINATED
1936,1937,9,DIRECTING,W. S. Van Dyke,San Francisco,NOMINATED
1936,1937,9,FILM EDITING,Ralph Dawson,Anthony Adverse,WINNER
1936,1937,9,FILM EDITING,Edward Curtiss,Come and Get It,NOMINATED
1936,1937,9,FILM EDITING,William S. Gray,The Great Ziegfeld,NOMINATED
1936,1937,9,FILM EDITING,Barbara McLean,Lloyds of London,NOMINATED
1936,1937,9,FILM EDITING,Conrad A. Nervig,A Tale of Two Cities,NOMINATED
1936,1937,9,FILM EDITING,Otto Meyer,Theodora Goes Wild,NOMINATED
1936,1937,9,MUSIC (Scoring),"Warner Bros. Studio Music Department, Leo Forbstein, head of department  (Score by Erich Wolfgang Korngold)",Anthony Adverse,WINNER
1936,1937,9,MUSIC (Scoring),"Warner Bros. Studio Music Department, Leo Forbstein, head of department  (Score by Max Steiner)",The Charge of the Light Brigade,NOMINATED
1936,1937,9,MUSIC (Scoring),"Selznick International Pictures Music Department, Max Steiner, head of department  (Score by Max Steiner)",The Garden of Allah,NOMINATED
1936,1937,9,MUSIC (Scoring),"Paramount Studio Music Department, Boris Morros, head of department  (Score by Werner Janssen)",The General Died at Dawn,NOMINATED
1936,1937,9,MUSIC (Scoring),"RKO Radio Studio Music Department, Nathaniel Shilkret, head of department  (Score by Nathaniel Shilkret)",Winterset,NOMINATED
1936,1937,9,MUSIC (Song),Music by Walter Donaldson; Lyrics by Harold Adamson,Suzy,NOMINATED
1936,1937,9,MUSIC (Song),Music and Lyrics by Cole Porter,Born to Dance,NOMINATED
1936,1937,9,MUSIC (Song),Music by Louis Alter; Lyrics by Sidney Mitchell,Trail of the Lonesome Pine,NOMINATED
1936,1937,9,MUSIC (Song),Music by Arthur Johnston; Lyrics by Johnny Burke,Pennies from Heaven,NOMINATED
1936,1937,9,MUSIC (Song),Music by Jerome Kern; Lyrics by Dorothy Fields,Swing Time,WINNER
1936,1937,9,MUSIC (Song),Music by Richard A. Whiting; Lyrics by Walter Bullock,"Sing, Baby, Sing",NOMINATED
1936,1937,9,OUTSTANDING PRODUCTION,Warner Bros.,Anthony Adverse,NOMINATED
1936,1937,9,OUTSTANDING PRODUCTION,Samuel Goldwyn Productions,Dodsworth,NOMINATED
1936,1937,9,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,The Great Ziegfeld,WINNER
1936,1937,9,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Libeled Lady,NOMINATED
1936,1937,9,OUTSTANDING PRODUCTION,Columbia,Mr. Deeds Goes to Town,NOMINATED
1936,1937,9,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Romeo and Juliet,NOMINATED
1936,1937,9,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,San Francisco,NOMINATED
1936,1937,9,OUTSTANDING PRODUCTION,Cosmopolitan,The Story of Louis Pasteur,NOMINATED
1936,1937,9,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,A Tale of Two Cities,NOMINATED
1936,1937,9,OUTSTANDING PRODUCTION,Universal,Three Smart Girls,NOMINATED
1936,1937,9,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",The Country Cousin,WINNER
1936,1937,9,SHORT SUBJECT (Cartoon),Harman-Ising,Old Mill Pond,NOMINATED
1936,1937,9,SHORT SUBJECT (Cartoon),Paramount,Sinbad the Sailor,NOMINATED
1936,1937,9,SHORT SUBJECT (Color),Warner Bros.,Give Me Liberty,WINNER
1936,1937,9,SHORT SUBJECT (Color),"Lewis Lewyn, Producer",La Fiesta de Santa Barbara,NOMINATED
1936,1937,9,SHORT SUBJECT (Color),Paramount,Popular Science J-6-2,NOMINATED
1936,1937,9,SHORT SUBJECT (One-reel),"Hal Roach, Producer",Bored of Education,WINNER
1936,1937,9,SHORT SUBJECT (One-reel),Paramount,Moscow Moods,NOMINATED
1936,1937,9,SHORT SUBJECT (One-reel),"Pete Smith, Producer","Wanted, a Master",NOMINATED
1936,1937,9,SHORT SUBJECT (Two-reel),Warner Bros.,Double or Nothing,NOMINATED
1936,1937,9,SHORT SUBJECT (Two-reel),RKO Radio,Dummy Ache,NOMINATED
1936,1937,9,SHORT SUBJECT (Two-reel),Metro-Goldwyn-Mayer,The Public Pays,WINNER
1936,1937,9,SOUND RECORDING,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director",Banjo on My Knee,NOMINATED
1936,1937,9,SOUND RECORDING,"Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director",The Charge of the Light Brigade,NOMINATED
1936,1937,9,SOUND RECORDING,"United Artists Studio Sound Department, Thomas T. Moulton, Sound Director",Dodsworth,NOMINATED
1936,1937,9,SOUND RECORDING,"Hal Roach Studio Sound Department, Elmer A. Raguse, Sound Director",General Spanky,NOMINATED
1936,1937,9,SOUND RECORDING,"Columbia Studio Sound Department, John Livadary, Sound Director",Mr. Deeds Goes to Town,NOMINATED
1936,1937,9,SOUND RECORDING,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",San Francisco,WINNER
1936,1937,9,SOUND RECORDING,"Paramount Studio Sound Department, Franklin B. Hansen, Sound Director",The Texas Rangers,NOMINATED
1936,1937,9,SOUND RECORDING,"RKO Radio Studio Sound Department, J. O. Aalberg, Sound Director",That Girl from Paris,NOMINATED
1936,1937,9,SOUND RECORDING,"Universal Studio Sound Department, Homer G. Tasker, Sound Director",Three Smart Girls,NOMINATED
1936,1937,9,WRITING (Original Story),Norman Krasna,Fury,NOMINATED
1936,1937,9,WRITING (Original Story),William Anthony McGuire,The Great Ziegfeld,NOMINATED
1936,1937,9,WRITING (Original Story),Robert Hopkins,San Francisco,NOMINATED
1936,1937,9,WRITING (Original Story),"Pierre Collings, Sheridan Gibney",The Story of Louis Pasteur,WINNER
1936,1937,9,WRITING (Original Story),Adele Comandini,Three Smart Girls,NOMINATED
1936,1937,9,WRITING (Screenplay),"Frances Goodrich, Albert Hackett",After the Thin Man,NOMINATED
1936,1937,9,WRITING (Screenplay),Sidney Howard,Dodsworth,NOMINATED
1936,1937,9,WRITING (Screenplay),Robert Riskin,Mr. Deeds Goes to Town,NOMINATED
1936,1937,9,WRITING (Screenplay),"Eric Hatch, Morris Ryskind",My Man Godfrey,NOMINATED
1936,1937,9,WRITING (Screenplay),"Pierre Collings, Sheridan Gibney",The Story of Louis Pasteur,WINNER
1936,1937,9,SPECIAL AWARD, The March of Time for its significance to motion pictures and for having revolutionized one of the most important branches of the industry - the newsreel.,,WINNER
1936,1937,9,SPECIAL AWARD, W. Howard Greene and Harold Rosson for the color cinematography of the Selznick International Production,,WINNER
1937,1938,10,ACTOR,Charles Boyer,Conquest,NOMINATED
1937,1938,10,ACTOR,Fredric March,A Star Is Born,NOMINATED
1937,1938,10,ACTOR,Robert Montgomery,Night Must Fall,NOMINATED
1937,1938,10,ACTOR,Paul Muni,The Life of Emile Zola,NOMINATED
1937,1938,10,ACTOR,Spencer Tracy,Captains Courageous,WINNER
1937,1938,10,ACTOR IN A SUPPORTING ROLE,Ralph Bellamy,The Awful Truth,NOMINATED
1937,1938,10,ACTOR IN A SUPPORTING ROLE,Thomas Mitchell,The Hurricane,NOMINATED
1937,1938,10,ACTOR IN A SUPPORTING ROLE,Joseph Schildkraut,The Life of Emile Zola,WINNER
1937,1938,10,ACTOR IN A SUPPORTING ROLE,H. B. Warner,Lost Horizon,NOMINATED
1937,1938,10,ACTOR IN A SUPPORTING ROLE,Roland Young,Topper,NOMINATED
1937,1938,10,ACTRESS,Irene Dunne,The Awful Truth,NOMINATED
1937,1938,10,ACTRESS,Greta Garbo,Camille,NOMINATED
1937,1938,10,ACTRESS,Janet Gaynor,A Star Is Born,NOMINATED
1937,1938,10,ACTRESS,Luise Rainer,The Good Earth,WINNER
1937,1938,10,ACTRESS,Barbara Stanwyck,Stella Dallas,NOMINATED
1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Alice Brady,In Old Chicago,WINNER
1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Andrea Leeds,Stage Door,NOMINATED
1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Anne Shirley,Stella Dallas,NOMINATED
1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Claire Trevor,Dead End,NOMINATED
1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Dame May Whitty,Night Must Fall,NOMINATED
1937,1938,10,ART DIRECTION,"Cedric Gibbons, William Horning",Conquest,NOMINATED
1937,1938,10,ART DIRECTION,Carroll Clark,A Damsel in Distress,NOMINATED
1937,1938,10,ART DIRECTION,Richard Day,Dead End,NOMINATED
1937,1938,10,ART DIRECTION,Wiard Ihnen,Every Day's a Holiday,NOMINATED
1937,1938,10,ART DIRECTION,Anton Grot,The Life of Emile Zola,NOMINATED
1937,1938,10,ART DIRECTION,Stephen Goosson,Lost Horizon,WINNER
1937,1938,10,ART DIRECTION,John Victor Mackay,Manhattan Merry-Go-Round,NOMINATED
1937,1938,10,ART DIRECTION,Lyle Wheeler,The Prisoner of Zenda,NOMINATED
1937,1938,10,ART DIRECTION,"Hans Dreier, Roland Anderson",Souls at Sea,NOMINATED
1937,1938,10,ART DIRECTION,Alexander Toluboff,Walter Wanger's Vogues of 1938,NOMINATED
1937,1938,10,ART DIRECTION,"William S. Darling, David Hall",Wee Willie Winkie,NOMINATED
1937,1938,10,ART DIRECTION,Jack Otterson,You're a Sweetheart,NOMINATED
1937,1938,10,ASSISTANT DIRECTOR,Robert Webb,In Old Chicago,WINNER
1937,1938,10,ASSISTANT DIRECTOR,Russ Saunders,The Life of Emile Zola,NOMINATED
1937,1938,10,ASSISTANT DIRECTOR,"C. C. Coleman, Jr.",Lost Horizon,NOMINATED
1937,1938,10,ASSISTANT DIRECTOR,Hal Walker,Souls at Sea,NOMINATED
1937,1938,10,ASSISTANT DIRECTOR,Eric Stacey,A Star Is Born,NOMINATED
1937,1938,10,CINEMATOGRAPHY,Gregg Toland,Dead End,NOMINATED
1937,1938,10,CINEMATOGRAPHY,Karl Freund,The Good Earth,WINNER
1937,1938,10,CINEMATOGRAPHY,Joseph Valentine,Wings over Honolulu,NOMINATED
1937,1938,10,DANCE DIRECTION,Busby Berkeley,Varsity Show,NOMINATED
1937,1938,10,DANCE DIRECTION,Bobby Connolly,"Ready, Willing and Able",NOMINATED
1937,1938,10,DANCE DIRECTION,Dave Gould,A Day at the Races,NOMINATED
1937,1938,10,DANCE DIRECTION,Sammy Lee,Ali Baba Goes to Town,NOMINATED
1937,1938,10,DANCE DIRECTION,Harry Losee,Thin Ice,NOMINATED
1937,1938,10,DANCE DIRECTION,Hermes Pan,A Damsel in Distress,WINNER
1937,1938,10,DANCE DIRECTION,LeRoy Prinz,Waikiki Wedding,NOMINATED
1937,1938,10,DIRECTING,Leo McCarey,The Awful Truth,WINNER
1937,1938,10,DIRECTING,Sidney Franklin,The Good Earth,NOMINATED
1937,1938,10,DIRECTING,William Dieterle,The Life of Emile Zola,NOMINATED
1937,1938,10,DIRECTING,Gregory La Cava,Stage Door,NOMINATED
1937,1938,10,DIRECTING,William Wellman,A Star Is Born,NOMINATED
1937,1938,10,FILM EDITING,Al Clark,The Awful Truth,NOMINATED
1937,1938,10,FILM EDITING,Elmo Veron,Captains Courageous,NOMINATED
